0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;[ 0.99930135 -0.00400698 -0.03715856 -0.10119551] [ 0.00381722  0.99997932 -0.0051763   0.00712017] [0.03717854 0.00503084 0.99929598 1.59955276] [0. 0. 0. 1.];[ 0.99930135 -0.00400698 -0.03715856 -0.10119551] [ 0.00381722  0.99997932 -0.0051763   0.00712017] [0.03717854 0.00503084 0.99929598 1.59955276] [0. 0. 0. 1.]
13;[ 0.99930135 -0.00400698 -0.03715856 -0.10119551] [ 0.00381722  0.99997932 -0.0051763   0.00712017] [0.03717854 0.00503084 0.99929598 1.59955276] [0. 0. 0. 1.];[ 9.98436284e-01  2.66920061e-04 -5.59009366e-02 -1.89258666e-01] [-5.96511030e-04  9.99982538e-01 -5.87938013e-03  1.66504468e-02] [0.05589839 0.00590353 0.99841901 2.42700246] [0. 0. 0. 1.]
14;[ 9.98418575e-01  6.33401708e-04 -5.62134152e-02 -1.87471432e-01] [-9.22547994e-04  9.99986478e-01 -5.11792264e-03  1.32316719e-02] [0.05620941 0.00516169 0.99840566 2.41622782] [0. 0. 0. 1.];[ 0.99738964  0.00634445 -0.07192812 -0.33397918] [-0.00666713  0.99996876 -0.00424693  0.03111285] [0.07189893 0.0047154  0.99740078 3.27777604] [0. 0. 0. 1.]
15;[ 0.99740291  0.00687162 -0.07169534 -0.33903091] [-0.00713639  0.99996863 -0.0034374   0.02507015] [0.07166947 0.00394012 0.99742065 3.26276746] [0. 0. 0. 1.];[ 0.99597722  0.01202343 -0.0887965  -0.42794051] [-1.21334763e-02  9.99926142e-01 -6.99569054e-04  5.27293339e-02] [8.87815344e-02 1.77416512e-03 9.96049543e-01 4.13698596e+00] [0. 0. 0. 1.]
16;[ 0.99601236  0.01215831 -0.088383   -0.43508006] [-1.22225649e-02  9.99925284e-01 -1.85824255e-04  4.77454929e-02] [8.83741388e-02 1.26535023e-03 9.96086548e-01 4.12482311e+00] [0. 0. 0. 1.];[ 0.99487493  0.01546824 -0.09992302 -0.59796323] [-0.01504714  0.99987445  0.00496651  0.03737404] [ 9.99872976e-02 -3.43749870e-03  9.94982776e-01  5.02241180e+00] [0. 0. 0. 1.]
17;[ 0.99480524  0.01521964 -0.10065236 -0.59024399] [-0.01488834  0.99988099  0.00404192  0.05371595] [ 1.00701896e-01 -2.52237312e-03  9.94913446e-01  4.99286777e+00] [0. 0. 0. 1.];[ 0.99365477  0.01812104 -0.11100369 -0.71890061] [-0.01727436  0.99981393  0.00858455  0.05806443] [ 0.1111386  -0.00661256  0.99378292  5.9194022 ] [0. 0. 0. 1.]
