0;;
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
11;;
12;[ 0.99999196 -0.00257049  0.00307729  0.02159259] [ 0.00257687  0.99999453 -0.00207246  0.03549172] [-0.00307195  0.00208037  0.99999312  1.76257744] [0. 0. 0. 1.];[ 0.99999196 -0.00257049  0.00307729  0.02159259] [ 0.00257687  0.99999453 -0.00207246  0.03549172] [-0.00307195  0.00208037  0.99999312  1.76257744] [0. 0. 0. 1.]
13;[ 0.99999196 -0.00257049  0.00307729  0.02159259] [ 0.00257687  0.99999453 -0.00207246  0.03549172] [-0.00307195  0.00208037  0.99999312  1.76257744] [0. 0. 0. 1.];[ 0.99996029 -0.0060142   0.0065761  -0.00670949] [ 0.00603131  0.99997847 -0.00258398  0.04372384] [-6.56041837e-03  2.62353854e-03  9.99975039e-01  2.67109113e+00] [0. 0. 0. 1.]
14;[ 0.9999813  -0.00245116  0.00560298  0.01569077] [ 0.00246423  0.99999425 -0.00232805  0.02108111] [-5.59724587e-03  2.34180942e-03  9.99981593e-01  2.66909589e+00] [0. 0. 0. 1.];[ 0.99992217 -0.0064125   0.01070212 -0.05331484] [ 0.00644932  0.99997339 -0.00340927  0.05972585] [-1.06799732e-02  3.47802159e-03  9.99936919e-01  3.57789253e+00] [0. 0. 0. 1.]
15;[ 0.9999813  -0.00245116  0.00560298  0.01569077] [ 0.00246423  0.99999425 -0.00232805  0.02108111] [-5.59724587e-03  2.34180942e-03  9.99981593e-01  2.66909589e+00] [0. 0. 0. 1.];[ 0.99992939 -0.00391827  0.01121894 -0.02036716] [ 0.00394403  0.99998963 -0.00227491  0.02091567] [-1.12099134e-02  2.31899416e-03  9.99934478e-01  4.48125456e+00] [0. 0. 0. 1.]
16;[ 9.99937934e-01 -2.88314870e-03  1.07617614e-02  4.54104331e-04] [ 0.0028998   0.99999462 -0.00153229  0.00134666] [-1.07572857e-02  1.56339694e-03  9.99940917e-01  4.44575466e+00] [0. 0. 0. 1.];[ 0.99989851 -0.00534677  0.01320553 -0.00990105] [ 0.00537243  0.99998375 -0.00190881  0.04270099] [-1.31951045e-02  1.97955791e-03  9.99910981e-01  5.34758463e+00] [0. 0. 0. 1.]
17;[ 0.9999088  -0.00552404  0.0123237   0.00378288] [ 0.00554992  0.99998246 -0.00206659  0.0489873 ] [-1.23120720e-02  2.13480167e-03  9.99921925e-01  5.33133467e+00] [0. 0. 0. 1.];[ 0.99988081 -0.00573143  0.0143356   0.00278476] [ 5.74246924e-03  9.99983246e-01 -7.29162787e-04  5.67687870e-02] [-1.43311816e-02  8.11397628e-04  9.99896974e-01  6.23493689e+00] [0. 0. 0. 1.]
